,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,500 Hills Drive,Suite 300,Bedminster,NJ,07921,United States,908 234 0700,https://www.pgbank.com,Banks—Regional,Financial Services,"Peapack-Gladstone Financial Corporation operates as the bank holding company for Peapack-Gladstone Bank that provides private banking and wealth management services in the United States. The company operates in two segments, Banking and Peapack Private. It offers checking and savings accounts, money market and interest-bearing checking accounts, certificates of deposit, and individual retirement accounts. The company also provides working capital lines of credit, term loans for fixed asset acquisitions, commercial mortgages, multi-family mortgages, and other forms of asset-based financing services; and residential mortgages, home equity lines of credit, and other second mortgage loans. In addition, it offers corporate and industrial (C&I) and equipment finance, commercial real estate, multifamily, residential, and consumer lending activities; treasury management services; C&I advisory services; escrow management; deposit generation; investment management services; personal trust services, including services as executor, trustee, administrator, custodian, and guardian; and other financial planning, tax preparation, and advisory services. Further, the company provides telephone and Internet banking, merchant credit card, and customer support sales services. Its private banking clients include businesses, non-profits, and consumers; and wealth management clients comprise individuals, families, foundations, endowments, trusts, and estates. The company operates its private banking locations in Bedminster, Morristown, Princeton, and Teaneck, New Jersey; and wealth management branches in Somerset, Morris, Hunterdon, and Union counties, as well as operates automated teller machines. Peapack-Gladstone Financial Corporation was founded in 1921 and is headquartered in Bedminster, New Jersey.",520,"{'maxAge': 1, 'name': 'Mr. Douglas L. Kennedy', 'age': 65, 'title': 'Pres, CEO & Director', 'yearBorn': 1957, 'fiscalYear': 2022, 'totalPay': 1717722, 'exercisedValue': 0, 'unexercisedValue': 0}",9,3,3,2,3,1693526400,1672444800,86400,2,26.97,26.97,26.29,27.045,26.97,26.97,26.29,27.045,0.2,0.0074,1691539200,0.0506,0.73,1.039419,6.6936707,9.277193,119466,119466,65395,70120,70120,23.8,42.32,900,1200,472956096,22.88,42.19,1.9663081,28.0946,31.2539,0.2,0.007415647,USD,931146048,0.30019,14837536,17887900,229176,219812,1690761600,1693440000,0.0128,0.10548,0.73238,3.47,0.0137,31.939,0.8278281,1672444800,1703980800,1688083200,-0.346,72205000,3.95,2.85,7.7,105:100,1246924800,3.871,NMS,EQUITY,PGC,PGC,Peapack-Gladstone Financial Cor,Peapack-Gladstone Financial Corporation,925219800,America/New_York,EDT,-14400000,26.44,36.5,33.0,34.63,34.5,1.7,buy,4,219207008,12.39,673201024,240530000,13.409,0.01143,0.13305001,236119000,92723000,-0.324,-0.069,0.0,0.0,0.42698002,USD,
1,500 Hills Drive,Suite 300,Bedminster,NJ,07921,United States,908 234 0700,https://www.pgbank.com,Banks—Regional,Financial Services,"Peapack-Gladstone Financial Corporation operates as the bank holding company for Peapack-Gladstone Bank that provides private banking and wealth management services in the United States. The company operates in two segments, Banking and Peapack Private. It offers checking and savings accounts, money market and interest-bearing checking accounts, certificates of deposit, and individual retirement accounts. The company also provides working capital lines of credit, term loans for fixed asset acquisitions, commercial mortgages, multi-family mortgages, and other forms of asset-based financing services; and residential mortgages, home equity lines of credit, and other second mortgage loans. In addition, it offers corporate and industrial (C&I) and equipment finance, commercial real estate, multifamily, residential, and consumer lending activities; treasury management services; C&I advisory services; escrow management; deposit generation; investment management services; personal trust services, including services as executor, trustee, administrator, custodian, and guardian; and other financial planning, tax preparation, and advisory services. Further, the company provides telephone and Internet banking, merchant credit card, and customer support sales services. Its private banking clients include businesses, non-profits, and consumers; and wealth management clients comprise individuals, families, foundations, endowments, trusts, and estates. The company operates its private banking locations in Bedminster, Morristown, Princeton, and Teaneck, New Jersey; and wealth management branches in Somerset, Morris, Hunterdon, and Union counties, as well as operates automated teller machines. Peapack-Gladstone Financial Corporation was founded in 1921 and is headquartered in Bedminster, New Jersey.",520,"{'maxAge': 1, 'name': 'Mr. Frank A. Cavallaro', 'age': 53, 'title': 'Sr. EVP & CFO', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 546158, 'exercisedValue': 0, 'unexercisedValue': 0}",9,3,3,2,3,1693526400,1672444800,86400,2,26.97,26.97,26.29,27.045,26.97,26.97,26.29,27.045,0.2,0.0074,1691539200,0.0506,0.73,1.039419,6.6936707,9.277193,119466,119466,65395,70120,70120,23.8,42.32,900,1200,472956096,22.88,42.19,1.9663081,28.0946,31.2539,0.2,0.007415647,USD,931146048,0.30019,14837536,17887900,229176,219812,1690761600,1693440000,0.0128,0.10548,0.73238,3.47,0.0137,31.939,0.8278281,1672444800,1703980800,1688083200,-0.346,72205000,3.95,2.85,7.7,105:100,1246924800,3.871,NMS,EQUITY,PGC,PGC,Peapack-Gladstone Financial Cor,Peapack-Gladstone Financial Corporation,925219800,America/New_York,EDT,-14400000,26.44,36.5,33.0,34.63,34.5,1.7,buy,4,219207008,12.39,673201024,240530000,13.409,0.01143,0.13305001,236119000,92723000,-0.324,-0.069,0.0,0.0,0.42698002,USD,
2,500 Hills Drive,Suite 300,Bedminster,NJ,07921,United States,908 234 0700,https://www.pgbank.com,Banks—Regional,Financial Services,"Peapack-Gladstone Financial Corporation operates as the bank holding company for Peapack-Gladstone Bank that provides private banking and wealth management services in the United States. The company operates in two segments, Banking and Peapack Private. It offers checking and savings accounts, money market and interest-bearing checking accounts, certificates of deposit, and individual retirement accounts. The company also provides working capital lines of credit, term loans for fixed asset acquisitions, commercial mortgages, multi-family mortgages, and other forms of asset-based financing services; and residential mortgages, home equity lines of credit, and other second mortgage loans. In addition, it offers corporate and industrial (C&I) and equipment finance, commercial real estate, multifamily, residential, and consumer lending activities; treasury management services; C&I advisory services; escrow management; deposit generation; investment management services; personal trust services, including services as executor, trustee, administrator, custodian, and guardian; and other financial planning, tax preparation, and advisory services. Further, the company provides telephone and Internet banking, merchant credit card, and customer support sales services. Its private banking clients include businesses, non-profits, and consumers; and wealth management clients comprise individuals, families, foundations, endowments, trusts, and estates. The company operates its private banking locations in Bedminster, Morristown, Princeton, and Teaneck, New Jersey; and wealth management branches in Somerset, Morris, Hunterdon, and Union counties, as well as operates automated teller machines. Peapack-Gladstone Financial Corporation was founded in 1921 and is headquartered in Bedminster, New Jersey.",520,"{'maxAge': 1, 'name': 'Mr. Robert A. Plante', 'age': 62, 'title': 'Exec. VP & COO', 'yearBorn': 1960, 'fiscalYear': 2022, 'totalPay': 549050, 'exercisedValue': 0, 'unexercisedValue': 0}",9,3,3,2,3,1693526400,1672444800,86400,2,26.97,26.97,26.29,27.045,26.97,26.97,26.29,27.045,0.2,0.0074,1691539200,0.0506,0.73,1.039419,6.6936707,9.277193,119466,119466,65395,70120,70120,23.8,42.32,900,1200,472956096,22.88,42.19,1.9663081,28.0946,31.2539,0.2,0.007415647,USD,931146048,0.30019,14837536,17887900,229176,219812,1690761600,1693440000,0.0128,0.10548,0.73238,3.47,0.0137,31.939,0.8278281,1672444800,1703980800,1688083200,-0.346,72205000,3.95,2.85,7.7,105:100,1246924800,3.871,NMS,EQUITY,PGC,PGC,Peapack-Gladstone Financial Cor,Peapack-Gladstone Financial Corporation,925219800,America/New_York,EDT,-14400000,26.44,36.5,33.0,34.63,34.5,1.7,buy,4,219207008,12.39,673201024,240530000,13.409,0.01143,0.13305001,236119000,92723000,-0.324,-0.069,0.0,0.0,0.42698002,USD,
3,500 Hills Drive,Suite 300,Bedminster,NJ,07921,United States,908 234 0700,https://www.pgbank.com,Banks—Regional,Financial Services,"Peapack-Gladstone Financial Corporation operates as the bank holding company for Peapack-Gladstone Bank that provides private banking and wealth management services in the United States. The company operates in two segments, Banking and Peapack Private. It offers checking and savings accounts, money market and interest-bearing checking accounts, certificates of deposit, and individual retirement accounts. The company also provides working capital lines of credit, term loans for fixed asset acquisitions, commercial mortgages, multi-family mortgages, and other forms of asset-based financing services; and residential mortgages, home equity lines of credit, and other second mortgage loans. In addition, it offers corporate and industrial (C&I) and equipment finance, commercial real estate, multifamily, residential, and consumer lending activities; treasury management services; C&I advisory services; escrow management; deposit generation; investment management services; personal trust services, including services as executor, trustee, administrator, custodian, and guardian; and other financial planning, tax preparation, and advisory services. Further, the company provides telephone and Internet banking, merchant credit card, and customer support sales services. Its private banking clients include businesses, non-profits, and consumers; and wealth management clients comprise individuals, families, foundations, endowments, trusts, and estates. The company operates its private banking locations in Bedminster, Morristown, Princeton, and Teaneck, New Jersey; and wealth management branches in Somerset, Morris, Hunterdon, and Union counties, as well as operates automated teller machines. Peapack-Gladstone Financial Corporation was founded in 1921 and is headquartered in Bedminster, New Jersey.",520,"{'maxAge': 1, 'name': 'Mr. John P. Babcock', 'age': 64, 'title': 'Sr. EVP & Pres of Peapack Private Wealth Management', 'yearBorn': 1958, 'fiscalYear': 2022, 'totalPay': 1047195, 'exercisedValue': 0, 'unexercisedValue': 0}",9,3,3,2,3,1693526400,1672444800,86400,2,26.97,26.97,26.29,27.045,26.97,26.97,26.29,27.045,0.2,0.0074,1691539200,0.0506,0.73,1.039419,6.6936707,9.277193,119466,119466,65395,70120,70120,23.8,42.32,900,1200,472956096,22.88,42.19,1.9663081,28.0946,31.2539,0.2,0.007415647,USD,931146048,0.30019,14837536,17887900,229176,219812,1690761600,1693440000,0.0128,0.10548,0.73238,3.47,0.0137,31.939,0.8278281,1672444800,1703980800,1688083200,-0.346,72205000,3.95,2.85,7.7,105:100,1246924800,3.871,NMS,EQUITY,PGC,PGC,Peapack-Gladstone Financial Cor,Peapack-Gladstone Financial Corporation,925219800,America/New_York,EDT,-14400000,26.44,36.5,33.0,34.63,34.5,1.7,buy,4,219207008,12.39,673201024,240530000,13.409,0.01143,0.13305001,236119000,92723000,-0.324,-0.069,0.0,0.0,0.42698002,USD,
4,500 Hills Drive,Suite 300,Bedminster,NJ,07921,United States,908 234 0700,https://www.pgbank.com,Banks—Regional,Financial Services,"Peapack-Gladstone Financial Corporation operates as the bank holding company for Peapack-Gladstone Bank that provides private banking and wealth management services in the United States. The company operates in two segments, Banking and Peapack Private. It offers checking and savings accounts, money market and interest-bearing checking accounts, certificates of deposit, and individual retirement accounts. The company also provides working capital lines of credit, term loans for fixed asset acquisitions, commercial mortgages, multi-family mortgages, and other forms of asset-based financing services; and residential mortgages, home equity lines of credit, and other second mortgage loans. In addition, it offers corporate and industrial (C&I) and equipment finance, commercial real estate, multifamily, residential, and consumer lending activities; treasury management services; C&I advisory services; escrow management; deposit generation; investment management services; personal trust services, including services as executor, trustee, administrator, custodian, and guardian; and other financial planning, tax preparation, and advisory services. Further, the company provides telephone and Internet banking, merchant credit card, and customer support sales services. Its private banking clients include businesses, non-profits, and consumers; and wealth management clients comprise individuals, families, foundations, endowments, trusts, and estates. The company operates its private banking locations in Bedminster, Morristown, Princeton, and Teaneck, New Jersey; and wealth management branches in Somerset, Morris, Hunterdon, and Union counties, as well as operates automated teller machines. Peapack-Gladstone Financial Corporation was founded in 1921 and is headquartered in Bedminster, New Jersey.",520,"{'maxAge': 1, 'name': 'Mr. Gregory Martin Smith', 'age': 55, 'title': 'Sr. Exec. VP & Pres of Commercial Banking', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 587800, 'exercisedValue': 0, 'unexercisedValue': 0}",9,3,3,2,3,1693526400,1672444800,86400,2,26.97,26.97,26.29,27.045,26.97,26.97,26.29,27.045,0.2,0.0074,1691539200,0.0506,0.73,1.039419,6.6936707,9.277193,119466,119466,65395,70120,70120,23.8,42.32,900,1200,472956096,22.88,42.19,1.9663081,28.0946,31.2539,0.2,0.007415647,USD,931146048,0.30019,14837536,17887900,229176,219812,1690761600,1693440000,0.0128,0.10548,0.73238,3.47,0.0137,31.939,0.8278281,1672444800,1703980800,1688083200,-0.346,72205000,3.95,2.85,7.7,105:100,1246924800,3.871,NMS,EQUITY,PGC,PGC,Peapack-Gladstone Financial Cor,Peapack-Gladstone Financial Corporation,925219800,America/New_York,EDT,-14400000,26.44,36.5,33.0,34.63,34.5,1.7,buy,4,219207008,12.39,673201024,240530000,13.409,0.01143,0.13305001,236119000,92723000,-0.324,-0.069,0.0,0.0,0.42698002,USD,
5,500 Hills Drive,Suite 300,Bedminster,NJ,07921,United States,908 234 0700,https://www.pgbank.com,Banks—Regional,Financial Services,"Peapack-Gladstone Financial Corporation operates as the bank holding company for Peapack-Gladstone Bank that provides private banking and wealth management services in the United States. The company operates in two segments, Banking and Peapack Private. It offers checking and savings accounts, money market and interest-bearing checking accounts, certificates of deposit, and individual retirement accounts. The company also provides working capital lines of credit, term loans for fixed asset acquisitions, commercial mortgages, multi-family mortgages, and other forms of asset-based financing services; and residential mortgages, home equity lines of credit, and other second mortgage loans. In addition, it offers corporate and industrial (C&I) and equipment finance, commercial real estate, multifamily, residential, and consumer lending activities; treasury management services; C&I advisory services; escrow management; deposit generation; investment management services; personal trust services, including services as executor, trustee, administrator, custodian, and guardian; and other financial planning, tax preparation, and advisory services. Further, the company provides telephone and Internet banking, merchant credit card, and customer support sales services. Its private banking clients include businesses, non-profits, and consumers; and wealth management clients comprise individuals, families, foundations, endowments, trusts, and estates. The company operates its private banking locations in Bedminster, Morristown, Princeton, and Teaneck, New Jersey; and wealth management branches in Somerset, Morris, Hunterdon, and Union counties, as well as operates automated teller machines. Peapack-Gladstone Financial Corporation was founded in 1921 and is headquartered in Bedminster, New Jersey.",520,"{'maxAge': 1, 'name': 'Mr. Francesco S. Rossi', 'age': 46, 'title': 'Sr. VP & Chief Accounting Officer', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",9,3,3,2,3,1693526400,1672444800,86400,2,26.97,26.97,26.29,27.045,26.97,26.97,26.29,27.045,0.2,0.0074,1691539200,0.0506,0.73,1.039419,6.6936707,9.277193,119466,119466,65395,70120,70120,23.8,42.32,900,1200,472956096,22.88,42.19,1.9663081,28.0946,31.2539,0.2,0.007415647,USD,931146048,0.30019,14837536,17887900,229176,219812,1690761600,1693440000,0.0128,0.10548,0.73238,3.47,0.0137,31.939,0.8278281,1672444800,1703980800,1688083200,-0.346,72205000,3.95,2.85,7.7,105:100,1246924800,3.871,NMS,EQUITY,PGC,PGC,Peapack-Gladstone Financial Cor,Peapack-Gladstone Financial Corporation,925219800,America/New_York,EDT,-14400000,26.44,36.5,33.0,34.63,34.5,1.7,buy,4,219207008,12.39,673201024,240530000,13.409,0.01143,0.13305001,236119000,92723000,-0.324,-0.069,0.0,0.0,0.42698002,USD,
6,500 Hills Drive,Suite 300,Bedminster,NJ,07921,United States,908 234 0700,https://www.pgbank.com,Banks—Regional,Financial Services,"Peapack-Gladstone Financial Corporation operates as the bank holding company for Peapack-Gladstone Bank that provides private banking and wealth management services in the United States. The company operates in two segments, Banking and Peapack Private. It offers checking and savings accounts, money market and interest-bearing checking accounts, certificates of deposit, and individual retirement accounts. The company also provides working capital lines of credit, term loans for fixed asset acquisitions, commercial mortgages, multi-family mortgages, and other forms of asset-based financing services; and residential mortgages, home equity lines of credit, and other second mortgage loans. In addition, it offers corporate and industrial (C&I) and equipment finance, commercial real estate, multifamily, residential, and consumer lending activities; treasury management services; C&I advisory services; escrow management; deposit generation; investment management services; personal trust services, including services as executor, trustee, administrator, custodian, and guardian; and other financial planning, tax preparation, and advisory services. Further, the company provides telephone and Internet banking, merchant credit card, and customer support sales services. Its private banking clients include businesses, non-profits, and consumers; and wealth management clients comprise individuals, families, foundations, endowments, trusts, and estates. The company operates its private banking locations in Bedminster, Morristown, Princeton, and Teaneck, New Jersey; and wealth management branches in Somerset, Morris, Hunterdon, and Union counties, as well as operates automated teller machines. Peapack-Gladstone Financial Corporation was founded in 1921 and is headquartered in Bedminster, New Jersey.",520,"{'maxAge': 1, 'name': 'Mr. Eric H. Waser', 'age': 61, 'title': 'Exec. VP & Head of Investment Banking', 'yearBorn': 1961, 'fiscalYear': 2016, 'exercisedValue': 0, 'unexercisedValue': 0}",9,3,3,2,3,1693526400,1672444800,86400,2,26.97,26.97,26.29,27.045,26.97,26.97,26.29,27.045,0.2,0.0074,1691539200,0.0506,0.73,1.039419,6.6936707,9.277193,119466,119466,65395,70120,70120,23.8,42.32,900,1200,472956096,22.88,42.19,1.9663081,28.0946,31.2539,0.2,0.007415647,USD,931146048,0.30019,14837536,17887900,229176,219812,1690761600,1693440000,0.0128,0.10548,0.73238,3.47,0.0137,31.939,0.8278281,1672444800,1703980800,1688083200,-0.346,72205000,3.95,2.85,7.7,105:100,1246924800,3.871,NMS,EQUITY,PGC,PGC,Peapack-Gladstone Financial Cor,Peapack-Gladstone Financial Corporation,925219800,America/New_York,EDT,-14400000,26.44,36.5,33.0,34.63,34.5,1.7,buy,4,219207008,12.39,673201024,240530000,13.409,0.01143,0.13305001,236119000,92723000,-0.324,-0.069,0.0,0.0,0.42698002,USD,
7,500 Hills Drive,Suite 300,Bedminster,NJ,07921,United States,908 234 0700,https://www.pgbank.com,Banks—Regional,Financial Services,"Peapack-Gladstone Financial Corporation operates as the bank holding company for Peapack-Gladstone Bank that provides private banking and wealth management services in the United States. The company operates in two segments, Banking and Peapack Private. It offers checking and savings accounts, money market and interest-bearing checking accounts, certificates of deposit, and individual retirement accounts. The company also provides working capital lines of credit, term loans for fixed asset acquisitions, commercial mortgages, multi-family mortgages, and other forms of asset-based financing services; and residential mortgages, home equity lines of credit, and other second mortgage loans. In addition, it offers corporate and industrial (C&I) and equipment finance, commercial real estate, multifamily, residential, and consumer lending activities; treasury management services; C&I advisory services; escrow management; deposit generation; investment management services; personal trust services, including services as executor, trustee, administrator, custodian, and guardian; and other financial planning, tax preparation, and advisory services. Further, the company provides telephone and Internet banking, merchant credit card, and customer support sales services. Its private banking clients include businesses, non-profits, and consumers; and wealth management clients comprise individuals, families, foundations, endowments, trusts, and estates. The company operates its private banking locations in Bedminster, Morristown, Princeton, and Teaneck, New Jersey; and wealth management branches in Somerset, Morris, Hunterdon, and Union counties, as well as operates automated teller machines. Peapack-Gladstone Financial Corporation was founded in 1921 and is headquartered in Bedminster, New Jersey.",520,"{'maxAge': 1, 'name': 'Mr. Kevin B. Runyon', 'title': 'Exec. VP, Chief Information & Digital Officer and Head of Information Technology', 'exercisedValue': 0, 'unexercisedValue': 0}",9,3,3,2,3,1693526400,1672444800,86400,2,26.97,26.97,26.29,27.045,26.97,26.97,26.29,27.045,0.2,0.0074,1691539200,0.0506,0.73,1.039419,6.6936707,9.277193,119466,119466,65395,70120,70120,23.8,42.32,900,1200,472956096,22.88,42.19,1.9663081,28.0946,31.2539,0.2,0.007415647,USD,931146048,0.30019,14837536,17887900,229176,219812,1690761600,1693440000,0.0128,0.10548,0.73238,3.47,0.0137,31.939,0.8278281,1672444800,1703980800,1688083200,-0.346,72205000,3.95,2.85,7.7,105:100,1246924800,3.871,NMS,EQUITY,PGC,PGC,Peapack-Gladstone Financial Cor,Peapack-Gladstone Financial Corporation,925219800,America/New_York,EDT,-14400000,26.44,36.5,33.0,34.63,34.5,1.7,buy,4,219207008,12.39,673201024,240530000,13.409,0.01143,0.13305001,236119000,92723000,-0.324,-0.069,0.0,0.0,0.42698002,USD,
8,500 Hills Drive,Suite 300,Bedminster,NJ,07921,United States,908 234 0700,https://www.pgbank.com,Banks—Regional,Financial Services,"Peapack-Gladstone Financial Corporation operates as the bank holding company for Peapack-Gladstone Bank that provides private banking and wealth management services in the United States. The company operates in two segments, Banking and Peapack Private. It offers checking and savings accounts, money market and interest-bearing checking accounts, certificates of deposit, and individual retirement accounts. The company also provides working capital lines of credit, term loans for fixed asset acquisitions, commercial mortgages, multi-family mortgages, and other forms of asset-based financing services; and residential mortgages, home equity lines of credit, and other second mortgage loans. In addition, it offers corporate and industrial (C&I) and equipment finance, commercial real estate, multifamily, residential, and consumer lending activities; treasury management services; C&I advisory services; escrow management; deposit generation; investment management services; personal trust services, including services as executor, trustee, administrator, custodian, and guardian; and other financial planning, tax preparation, and advisory services. Further, the company provides telephone and Internet banking, merchant credit card, and customer support sales services. Its private banking clients include businesses, non-profits, and consumers; and wealth management clients comprise individuals, families, foundations, endowments, trusts, and estates. The company operates its private banking locations in Bedminster, Morristown, Princeton, and Teaneck, New Jersey; and wealth management branches in Somerset, Morris, Hunterdon, and Union counties, as well as operates automated teller machines. Peapack-Gladstone Financial Corporation was founded in 1921 and is headquartered in Bedminster, New Jersey.",520,"{'maxAge': 1, 'name': 'Ms. Maureen E. Hemhauser', 'title': 'Exec. VP, Chief Risk Officer & Head of Compliance', 'exercisedValue': 0, 'unexercisedValue': 0}",9,3,3,2,3,1693526400,1672444800,86400,2,26.97,26.97,26.29,27.045,26.97,26.97,26.29,27.045,0.2,0.0074,1691539200,0.0506,0.73,1.039419,6.6936707,9.277193,119466,119466,65395,70120,70120,23.8,42.32,900,1200,472956096,22.88,42.19,1.9663081,28.0946,31.2539,0.2,0.007415647,USD,931146048,0.30019,14837536,17887900,229176,219812,1690761600,1693440000,0.0128,0.10548,0.73238,3.47,0.0137,31.939,0.8278281,1672444800,1703980800,1688083200,-0.346,72205000,3.95,2.85,7.7,105:100,1246924800,3.871,NMS,EQUITY,PGC,PGC,Peapack-Gladstone Financial Cor,Peapack-Gladstone Financial Corporation,925219800,America/New_York,EDT,-14400000,26.44,36.5,33.0,34.63,34.5,1.7,buy,4,219207008,12.39,673201024,240530000,13.409,0.01143,0.13305001,236119000,92723000,-0.324,-0.069,0.0,0.0,0.42698002,USD,
9,500 Hills Drive,Suite 300,Bedminster,NJ,07921,United States,908 234 0700,https://www.pgbank.com,Banks—Regional,Financial Services,"Peapack-Gladstone Financial Corporation operates as the bank holding company for Peapack-Gladstone Bank that provides private banking and wealth management services in the United States. The company operates in two segments, Banking and Peapack Private. It offers checking and savings accounts, money market and interest-bearing checking accounts, certificates of deposit, and individual retirement accounts. The company also provides working capital lines of credit, term loans for fixed asset acquisitions, commercial mortgages, multi-family mortgages, and other forms of asset-based financing services; and residential mortgages, home equity lines of credit, and other second mortgage loans. In addition, it offers corporate and industrial (C&I) and equipment finance, commercial real estate, multifamily, residential, and consumer lending activities; treasury management services; C&I advisory services; escrow management; deposit generation; investment management services; personal trust services, including services as executor, trustee, administrator, custodian, and guardian; and other financial planning, tax preparation, and advisory services. Further, the company provides telephone and Internet banking, merchant credit card, and customer support sales services. Its private banking clients include businesses, non-profits, and consumers; and wealth management clients comprise individuals, families, foundations, endowments, trusts, and estates. The company operates its private banking locations in Bedminster, Morristown, Princeton, and Teaneck, New Jersey; and wealth management branches in Somerset, Morris, Hunterdon, and Union counties, as well as operates automated teller machines. Peapack-Gladstone Financial Corporation was founded in 1921 and is headquartered in Bedminster, New Jersey.",520,"{'maxAge': 1, 'name': 'Rosanne  Schwab', 'title': 'Assistant VP of PR & Corp. Communications Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",9,3,3,2,3,1693526400,1672444800,86400,2,26.97,26.97,26.29,27.045,26.97,26.97,26.29,27.045,0.2,0.0074,1691539200,0.0506,0.73,1.039419,6.6936707,9.277193,119466,119466,65395,70120,70120,23.8,42.32,900,1200,472956096,22.88,42.19,1.9663081,28.0946,31.2539,0.2,0.007415647,USD,931146048,0.30019,14837536,17887900,229176,219812,1690761600,1693440000,0.0128,0.10548,0.73238,3.47,0.0137,31.939,0.8278281,1672444800,1703980800,1688083200,-0.346,72205000,3.95,2.85,7.7,105:100,1246924800,3.871,NMS,EQUITY,PGC,PGC,Peapack-Gladstone Financial Cor,Peapack-Gladstone Financial Corporation,925219800,America/New_York,EDT,-14400000,26.44,36.5,33.0,34.63,34.5,1.7,buy,4,219207008,12.39,673201024,240530000,13.409,0.01143,0.13305001,236119000,92723000,-0.324,-0.069,0.0,0.0,0.42698002,USD,
